id	lastpage	startlanguage	KASSENZULASSUNG[1]	KASSENZULASSUNG[2]	KASSENZULASSUNG[3]	KASSENZULASSUNG[4]	KASSENZULASSUNG[5]	PT[1]	PT[2]	PT[3]	PT[4]	PT[5]	PT2[1]	PT2[2]	KONTAKTANZAHL[SQ001]	KONTAKTANZAHL[SQ002]	KONTAKTANZAHL[SQ003]	KONTAKTANZAHLWENIG[Y001_X001]	KONTAKTANZAHLWENIG[Y001_X002]	KONTAKTANZAHLWENIG[Y001_X003]	KONTAKTANZAHLWENIG[Y002_X001]	KONTAKTANZAHLWENIG[Y002_X002]	KONTAKTANZAHLWENIG[Y002_X003]	KONTAKTANZAHLWENIG[Y003_X001]	KONTAKTANZAHLWENIG[Y003_X002]	KONTAKTANZAHLWENIG[Y003_X003]	KONTAKTANZAHLWENIG[Y004_X001]	KONTAKTANZAHLWENIG[Y004_X002]	KONTAKTANZAHLWENIG[Y004_X003]	KONTAKTANZAHLWENIG[Y005_X001]	KONTAKTANZAHLWENIG[Y005_X002]	KONTAKTANZAHLWENIG[Y005_X003]	KONTAKTANZAHLWENIG[Y006_X001]	KONTAKTANZAHLWENIG[Y006_X002]	KONTAKTANZAHLWENIG[Y006_X003]	KONTAKTANZAHLWENIG2	KONTAKTANZAHLMEHR[Y001_X001]	KONTAKTANZAHLMEHR[Y001_X002]	KONTAKTANZAHLMEHR[Y001_X003]	KONTAKTANZAHLMEHR[Y002_X001]	KONTAKTANZAHLMEHR[Y002_X002]	KONTAKTANZAHLMEHR[Y002_X003]	KONTAKTANZAHLMEHR[Y003_X001]	KONTAKTANZAHLMEHR[Y003_X002]	KONTAKTANZAHLMEHR[Y003_X003]	KONTAKTANZAHLMEHR[Y004_X001]	KONTAKTANZAHLMEHR[Y004_X002]	KONTAKTANZAHLMEHR[Y004_X003]	KONTAKTANZAHLMEHR[Y005_X001]	KONTAKTANZAHLMEHR[Y005_X002]	KONTAKTANZAHLMEHR[Y005_X003]	KONTAKTANZAHLMEHR[Y006_X001]	KONTAKTANZAHLMEHR[Y006_X002]	KONTAKTANZAHLMEHR[Y006_X003]	KONTAKTANZAHLMEHR2	PATGRUPPEN1WELLE	PATGRUPPEN1WELLE2	PATGRUPPEN2WELLE	PATGRUPPEN2WELLE2	PATGRUPPEN3WELLE	PATGRUPPEN3WELLE2	SCHWIERIGKEIT	SCHWIERIGKEIT2[Y001_X001]	SCHWIERIGKEIT2[Y001_X002]	SCHWIERIGKEIT2[Y001_X003]	SCHWIERIGKEIT2[Y002_X001]	SCHWIERIGKEIT2[Y002_X002]	SCHWIERIGKEIT2[Y002_X003]	SCHWIERIGKEIT2[Y003_X001]	SCHWIERIGKEIT2[Y003_X002]	SCHWIERIGKEIT2[Y003_X003]	SCHWIERIGKEIT2[Y004_X001]	SCHWIERIGKEIT2[Y004_X002]	SCHWIERIGKEIT2[Y004_X003]	SCHWIERIGKEIT2[Y005_X001]	SCHWIERIGKEIT2[Y005_X002]	SCHWIERIGKEIT2[Y005_X003]	SCHWIERIGKEIT2[Y006_X001]	SCHWIERIGKEIT2[Y006_X002]	SCHWIERIGKEIT2[Y006_X003]	SCHWIERIGKEIT3	PATBEHANDLUNG[1]	PATBEHANDLUNG[2]	PATBEHANDLUNG[3]	PATBEHANDLUNG[0]	FINANZEN[1]	FINANZEN[2]	FINANZEN[0]	FINANZEN[other]	KV[1]	KV[2]	KV[3]	KV[4]	KV[5]	KV2	POSITIVPAT	POSITIVPERSONAL	PRAXISSCHLIESSUNG	IMPFUNG	IMPFUNG2	EINWEISUNG[Y001]	EINWEISUNG[Y002]	EINWEISUNG[Y003]	REDUKTIONEINWEISUNG[1]	REDUKTIONEINWEISUNG[2]	REDUKTIONEINWEISUNG[3]	REDUKTIONEINWEISUNG[4]	REDUKTIONEINWEISUNG[5]	REDUKTIONEINWEISUNG[6]	REDUKTIONEINWEISUNG[7]	REDUKTIONEINWEISUNG[other]	BETREUUNG	BETREUUNG2	WENIGBESUCH[1]	WENIGBESUCH[2]	WENIGBESUCH[3]	WENIGBESUCH[4]	WENIGBESUCH[5]	WENIGBESUCH[6]	WENIGBESUCH[7]	WENIGBESUCH[8]	WENIGBESUCH[other]	EINWEISUNGHEIM	EINWEISUNGHEIM2[1]	EINWEISUNGHEIM2[2]	EINWEISUNGHEIM2[3]	EINWEISUNGHEIM2[4]	EINWEISUNGHEIM2[5]	EINWEISUNGHEIM2[6]	EINWEISUNGHEIM3[1]	EINWEISUNGHEIM3[2]	EINWEISUNGHEIM3[3]	EINWEISUNGHEIM3[4]	EINWEISUNGHEIM3[5]	EINWEISUNGHEIM3[6]	EINWEISUNGHEIM3[7]	EINWEISUNGHEIM3[8]	EINWEISUNGHEIM3[9]	TELEMED[Y001_X001]	TELEMED[Y001_X002]	TELEMED[Y001_X003]	TELEMED[Y001_X004]	TELEMED[Y001_X005]	TELEMED[Y002_X001]	TELEMED[Y002_X002]	TELEMED[Y002_X003]	TELEMED[Y002_X004]	TELEMED[Y002_X005]	TELEMED[Y003_X001]	TELEMED[Y003_X002]	TELEMED[Y003_X003]	TELEMED[Y003_X004]	TELEMED[Y003_X005]	TELEMEDPAT[SQ001]	TELEMEDPAT[SQ002]	TELEMEDPAT[SQ003]	TELEMEDPAT[SQ004]	TELEMEDPAT[SQ005]	TELEMEDPAT[SQ006]	TELEMEDPAT[SQ007]	POSTCOVID	POSTCOVID2	PSYCHOPATHO[1]	PSYCHOPATHO[2]	PSYCHOPATHO[3]	PSYCHOPATHO[4]	PSYCHOPATHO[5]	PSYCHOPATHO[6]	PSYCHOPATHO[7]	PSYCHOPATHO[8]	PSYCHOPATHO[9]	PSYCHOPATHO[10]	PSYCHOPATHO[11]	PSYCHOPATHO[12]	PSYCHOPATHO[13]	PSYCHOPATHO[14]	PSYCHOPATHO[other]	POSTCOVIDBEH[1]	POSTCOVIDBEH[2]	POSTCOVIDBEH[3]	POSTCOVIDBEH[4]	POSTCOVIDBEH[5]	POSTCOVIDBEH[6]	POSTCOVIDBEH[7]	POSTCOVIDBEH[8]	POSTCOVIDBEH[other]	GOODPRACTICE
122	9	de	Y												2	2	2																																							1	"F43.2
F40.1
F32.2
F42.2"	1	"F43.2
F40.1
F32.2
F42.2"	1	"F43.2
F40.1
F32.2
F42.2"	1	1			1	1	1	1	1	1							1	1	1	Isolation, fehlende Kontakte , fehlendes (berufliches)Fortkommen, Verlängerung von Krankheitsphase und AU,	Y	Y	Y				Y		1	1	1	1	2		0	0		Es gibt kaum krankheitsspezifische Probleme, die Ablehnung der Impfung erscheint mir ein Gesinnung zu sein	Impfung über stationäre Einrichtungen	1	2	2		Y		Y		Y			1	2		Y								2																1					1							1	1	1	1	1	1	2	2	1	1	1	5	Y	Y			Y	Y				Y						Y	Y			Y					Vermehrte PRävalenz psychischer Kränkungen bei älteren Schülern und jungen Erwachsenen, kaum Therapieangebote , kaum öffentliche Wahrnehmung/ Priorisierung dieser Altersgruppe
123	9	de	Y				Y	Y					Y		2	2	1																						1			1			1											2		2		0		0																							Y			Y		2	2	2	1	2		1	0		Persönlichkeitsstörung und Anpassungsstörungen		2	2	2									1	3										2																		1					1			1					1	1	1	2	1	1	2	1	2					Y	Y				Y	Y					Y	Y				Y				
124	9	de	Y				Y		Y	Y			Y		1	1	1																				1	1	1			1	1	1	1											1		1		1		1	1	1	1	1	1	1	1	1	1	1	1	1								Y	Y	Y				Y		2	2	2	2	2		1	0				1	1	1	Y	Y		Y					0																													1					1			1					1	3	3	2	2	2	2	1	7	Y				Y	Y	Y		Y	Y	Y						Y			Y					
125	9	de	Y		Y										2	2	2																																							2		2		2		1					1											1	1	1	Eingeschränktes Angebot der psychosozialen Beratungsstellen, weniger Kontakt- und Gruppenangeboten, teilweise Zusammenbruch von mühsam aufgebautem sozialen Netz				Y			Y		2	1	1	1	2		0	0		Alle psychischen Erkrankungen, die mit Antriebsverlust, sozialem Rückzug, Unterstützungsbedarf im Alltag oder auch vermehrten Ängsten einhergehen.	"Enge Kooperation mit Hausärzten, bzw. Impfenden Praxen.
Angebote über die psychosozialen Träger/Einrichtungen"	4	2	2									1	2	Y								Meist Telefonvisiten im ersten Lockdown	2																		1					1			1					1	1	1	1	1	1	1	0																										
127	3	de	Y				Y		Y				Y	Y	2	2	2																																							0		0		0		1																	1		"-in der zweiten Welle habe ich mit Maske gearbeitet, da war es bei Pat. mit ""frühen Störungen"" so, dass sie die Gesprächssituation, meine Haltung (z.B. zugewandt) nicht sicher einschätzen konnten und es dazu kam, dass das Vertrauen und die Sicherheit in der Bindung nachlies. Es kam zu mehr Irritatione in der Beziehung.
-eine Pat. die die Pandemie leugnete fühlte sich durch die Vorgaben in der Praxis in ihrem Mißtrauen gegenüber Menschen bestätigt, dass sie nun auch auf mich übertrug, was bisher nur ausserhalb der Therapie ein Thema war.
-ein Gruppenpatient kam aus Angst vor Ansteckung für ca 2 Monate nicht in die Gruppe. Da alles von mir vorbesprochen war, wie ich in der Situation die Gruppe führe, kam er wieder nachdem er sich sicherer fühlte und auch das Thema in der Gruppe ansprechen konnte."				Y			Y		1	1	1	2	1	"Ich habe die KV und auch die Berufsverbände als sehr solidarisch und unterstützend erlebt. 
Nur zu Beginn der Pandemie deutlich zu langsam, was die Empfehlung von Hygienestandardas angieng. Da hatte ich für mich schon ein Konzept erarbeitet, isolierte Laufwege, lüften, eine Person im Wartezimmer.
Schnelltests hatte ich auch schon eingesetzt bei meinen Mitarbeitern, bevor sie erstattungsfähig waren.
Information was zu tun ist, wenn Mitarbeiter nicht infiziert sind, aber in Kontakt mit Infiziertem war, war nicht vorhanden. Auch keine Unterstüzung. Das Problem ergab sich dadurch, dass unterschiedliche Mitarbeiter desselben Gesundheitsamtes unterschiedliche Vorgaben machten. 
Die Durchsetzung der Notwendigkeit ohne Maske ( mit ausreichend Abstand und einem Lüftkonzept) arbeiten zu können, war sehr hilfreich."	1	1	0	"Patienten aus dem Formenkreis der Psychosen, der Rückzug und Mißtrauen unter Belastung sowie die erschwerte Einschätzung der Realität erschweren eine Impfung.
Patienten mit Persönlichkeitsstörungen, die durch ihre Interaktion und Verhalten dazu beitragen, dass Mitarbeiter einer medizinischen Praxis, diese Patienten als unangenehm empfinden und daher trotz definierter Priorisierung, unter Zeitdruck, diesen Pat. keine Impfung anbieten.
Menschen mit Persönlichkeitsstörungen und körperlichen Erkrankungen und oder höherem Alter, die die vom ARzt unabhngigen Angebote IImpfzentren) aufgrund der Bewegungseinschränkgung und der engen finanzielle Situaiton nicht aufsuchen (können), Zugfahrt zu beschwerlich, Taxsfahrt zu teuer."	"Impfangebot am Wohnort,
Impfangebot das nicht an die eigene Hausarztpraxis gebunden ist. 
Schnelles Impfangebot, welches Pat. mit paranoiden Zügen, zu Beginn der Pandemie noch angenommen hätten, gegen Ende sich aber auf die Seite der Impfgegener schlagen. 
Impfangebot mit psych. betreueun."																																																																																							
128	9	de	Y				Y	Y	Y				Y		2	2	2																																							1	"Etliche Patienten, die einigermaßen stabil sich fühlten, sagten Termine ab.
Viele andere neue Patienten, teils Patienten,die sich ohne Pandemie evtl nie in psychiatrischer Praxis vorgestellt hätten.
Demenz und Pflegeheim mit Rückgang der Kontakt Frequenz. Angebote von Video wegen Personal und Tablet Mangel oft nicht durchführbar"	1	Mehr jüngere eigentlich im Studium und Arbeitsleben stehende Patienten mit Angst und depr. strg	1	S.o	1	1	1	1			1		1	1				1	1						Y	Y	Y				Y		2	2	2	1	2	"Bzgl. Obiger Punkte
Information evtl ja, Unterstützung nein"	1	0		Pflegepersonal, ein nicht zu gering zu schätzender Anteil der Patienten	Hier Recht gute vorhandene Strukturen	1	1	3	Y	Y		Y		Y		Zu 3 sehr reduziertes Angebot in Kliniken machte sonst vorhandene Indikation im Hinblick auf nutzen sehr fragwürdig	1	2	Y	Y							Siehe Antwort auf Seite 1 Angebot Video wenig genutzt obwohl teils gut denkbar	2																		1					1			1					3	2	3	2	2	3	2	1	50					Y	Y					Y					Y	Y			Y	Y				"Ständige Störfeuer durch BMG sind auch sonst Praxisalltag, während einer Pandemie aber noch deplatziert bei erheblicher Anforderungen bei Praxispersonal 
Goodpractice: dicker Wintermantel gegenüber in Pandemie Durchregierenden Telematik Sanktionsgebahren als echte nervtöter."
129	9	de	Y			Y									2	2	2																																							0		1	Zunahme von ängstlich-depressiven Beschwerden, sowohl bei Patienten mit vorbestehender psych. Erkrakung als auch zuvor rein neurologischen Patienten. Eher Altersgruppen im mittleren Lebensabschnitt betroffen aufgrund starker Auswirkungen durch Schulschließungen, mangelnde Freizeitmöglichkeiten.	0		1	1	1		1	1											1	1	1	Teils Wegfall von Psychotherapie, Selbsthilfegruppen, Rehamöglichkeiten. Oftmals deutlich längere AU aufgrund stagnierender Bewerbungssituation, mangelnder berufl. Perspektive etc.	Y	Y					Y		2	2	1	1	1		1	0		Bildungsferne Schichten, mangelnde Sprachkenntnisse, Pat. mit Persönlichkeitsstörungen	Bessere Kommunikation durch die Politik, Vermeidung von unnötiger Verunsicherung durch widersprüchliche Angaben zu Impfwirkung, -nebenwirkungen etc., auch Beschränkung der Berichterstattung	2	2	2									1	3										2																		1					1					1			1	3	1	2	2	1	1	0																										Häufig gehörte Schließung von Psychotherapie-Praxen ohne zwischenzeitliche Versorgung der dort angebundenen Patienten, seit der Pandemie nochmals längere Wartezeiten auf Psychotherapie bis hin zur völligen Aussichtslosigkeit.
130	9	de			Y										3	2	1	1			1					1													1		1	1		1	1					1	1					0		0		0		1					1	1								1						Y	Y				Y		Digitalisierung, unflexible KV	1	1	2	2	1	Die KVen haben trotz entsprechend hohem Bedarf ihre Budgettöpfe nicht ausgeweitet, die Ärzte wegen der Digitalisierung unter Druck gesetzt obwohl basale Dinge aktuell nicht funktionieren, da z.B. die Internetgeschwindigkeit zu wünschen übrig lässt, die KV-Konnektoren zum Teil unzuverlässig sind	1	1	0			1	2	2				Y					1	2	Y									1	Y				Y		Y	Y										1					1			1					1	3	3	2	2	1	1	1	5						Y	Y				Y					Y				Y		Y			
131	9	de	Y				Y	Y					Y		2	2	2																																							2		0		0		1													1			1	1	1	Schwierigkeiten z. B. bei Einweisungen wegen Corona_regeln.	Y				Y	Y			1	2	1	2	1		0	0				1	2	2	Y	Y		Y					0																											1					1					1												1	3	Y				Y	Y													Y	Y	Y				
132	2	de	Y				Y		Y			Y	Y	Y	2	2	2																																							0		0		0		1													1			1			"Der therapeutische Prozess wurde unterbrochen, weil ein neues Setting installiert wurde (Garderobe im Gang, nur 1 Pat. im Wartezimmer, Lüften, großer Abstand zwischen den Stühlen, keine Maske). Und dieses erklärt besprochen werden musste. Kein Handschlag zur Begrüßung und Verabschiedung. 
Bei einigen wenigen Gruppenpatienten, wurden Einzelgespräche geführt, bis eine Teilnahme an der Gruppe wieder möglich war. Diese Patienten hatten Risikofaktoren (Alter, Vorerkrankung). Es kam zu keinem Kontaktabbruch.
Gruppensetting wurde verändert. Keine neuen Pat. aufgenommen, die gruppe klein gelassen, Abschiede die geplant waren verlängert, über die HÖchstgrenze, was kein Prolem war. Gruppe blieb monatelang unverändert und war von dern Personen reduziert 4-5Pat). Teilnahmepflicht war aufgehoben. Daher geringere Konstanz."				Y																																																																																																						
135	9	de	Y				Y	Y						Y	2	2	2																																							0		0		0		0																							Y			Y		1	2	2	1	1		1	0			Entängstigende Aufklärung	2	2	2									1	3										2																		1					1			1					1	1	1	2	2	2	2	1	4	Y					Y											Y			Y					
136	9	de	Y	Y		Y	Y		Y		Y		Y	Y	2	2	2																																							0		0		0		2																							Y			Y		1	1	1	1	1		0	0		Menschen mit paranoiden Tendenzen		2	2	2									0																											1					1					1												0																										Gruppentherapie: ich konnte meine Räume nicht weiter dafür nutzen, da der Mindestabstand nicht einzuhalten war. Es hat einige Zeit gedauert, bis ich geeignete Räumlichkeiten für die Gruppenbehandlung anmieten konnte.
138	9	de			Y										3	2	2	1																																						1	Alte, multimorbide  Patienten	0		0		0																							Y			Y		1	1	1	1	1	Nein	1	0		Häufig geringe Impfmotivation psychisch Kranken	Es sollten alle Institutionen, die psychisch Kranke behandeln, auch impfen!!	2	2	2									1	2		Y								2																	1				1					1					1	1	1	2	2	2	3	1	4				Y		Y	Y									Y				Y	Y				Besonderer Umgang mit Impfgegnern, die zumeist bestimmten Milieus zuzuordnen sind. In Einzelfällen kann dieser - meist angstassoziierter - Widerstand durch die Möglichkeit einer zeitnahen Covid-19-Impfung in der Praxis geknackt werden.
139	9	de	Y		Y	Y									3	1	2	1						1						1								1						1						1						2		0		0		1	1			1												1	1	1		Y	Y					Y		1	1	1	1	1		1	0			Haus -und fachärtzliches Impfangebot mit entsprechender Honorierung	2	2	2									1	2	Y	Y								2																	1						1			1					1	1	1	2	1	2	1	0																										
140	9	de	Y			Y	Y	Y					Y		3	1	2													1								1			1			1												0		0		0		2																							Y			Y		1	1	1	1	1		1	0		"Chron. Schizophrene, die vereinsamt zu Hause leben
Alte Menschen ohne Familienanschluss auf einsamen Höfen im Schwarzwald"	Hausbesuche durch HÄ	2	2	2									0																											1					1					1												0																										
141	9	de	Y				Y	Y					Y		3	2	2													1			1			Pat. mit Erkrankungszeichen von Covid/Erkältung  wurden nicht behandelt und oder die Behandlung verschoben																				1	weniger Kontakt da in der ersten Welle viele  noch vorsichtig waren und insgesamt ihre Aktivitäten  und Kontakte zurückgefahren haben. Zudem wurde PAt. die deutliche Erkrankungszeichen hatten nicht sofort behandelt sondern erst nach ihrer Genesung, manche sind dan wohl auch gar nichtmehr gekommen.	0		0		2																				Y						Y		2	1	2	2	1	"Anfangs war nur Chaos, es hat sich dann gebessert, man musste für sich selbst entscheiden welche Maßnahmen und Abläufe man implementiert und wie.
Die Hilfen für die Bereitschaftsdienste waren und sind weiter schlecht und es gibt keine aktuellen Hinweise wie man vor Ort vorgehen muss. Es ändert sich ja ständig was."	1	0		Auch bei psychisch erkrankten gibt es Coronagegener spezifisch ist dies aber nicht. Regeional wurden bei uns über SPDI oder Werkstätten Gruppenimpfungen angeboten, so dass eine breite Population an psychisch Kranken diese Impfungen wahrnehmen konnten.	s.o.	1	2	2	Y	Y		Y					1	3										2																		1			1					1					1	1	1	1	1	1	1	1	10						Y	Y				Y					Y				Y	Y			es gibt noch nichts Konkretes für longcovid Diagnostik und Behandlung	"alle die irgendwelche Syptome Richtung Erkältung und Covid hatten durften erst nach ihrer Genesung wieder in die Praxis. 
Zudem allegemein gütige AHA Regeln, Abstände und weniger Pat.im Sprechzimmer. Ständige Beratung und Motivation zur Impfung."
